tweet,prediction
"No child should ever have to grow up in poverty, yet far too many do. We have to do better. Here's how: https://t.co/Qo1RmQDwd6",Neither
"I will be interviewed from Cleveland, Ohio, on @seanhannity - Tonight at 10:00 P.M. Enjoy!",Neither
"""@ThAllenSBoucher: @DiamondandSilk @realDonaldTrump @seanhannity I love those beautiful gals."" D + S = Two amazing women!",Neither
.@YoungDems4Trump  Thank you!,Neither
"""You would think there is almost, like, something wrong."" —Donald Trump on Mitt Romney failing to release his tax r… https://t.co/VzUQByCN2A",Neither
Going to bat for kids who are too often counted out has always been a priority for Hillary. https://t.co/lTxRVn3NBM,Neither
".@TimKaine is more than just a great running mate—he's a great guy to have as a friend, too. https://t.co/5WX2qYgUjC",Neither
"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA",Neither
We need a president who sees the best in all of us. https://t.co/vX0Oycto1Q,Neither
"Happy anniversary! 4 years ago today, Romney released his 2011 tax returns (which Trump urged him to do). Where are… https://t.co/Aho8vMnwSP",Neither
"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… https://t.co/MQdp4GgLIE",Neither
"A disability shouldn't define your future.

At @ChildDefender, Hillary helped give kids the chance to succeed. https://t.co/jaMcdARYn1",Neither
"We believe that everyone has value.
We believe that everyone's created equal.
We believe that love trumps hate.
https://t.co/tTgeqxNqYm",Neither
We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.,Neither
"The ultimate test of our society is how we treat our fellow human beings, especially those who we have previously left behind.",Neither
Americans with disabilities deserve the chance to work alongside those without disabilities—to do the same jobs for the same pay &amp,Neither
"We’ve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect.",Neither
Over 60% of adults with disabilities aren’t in the workplace. We have to fix that. https://t.co/J3Jq21ejtR,Neither
The ADA and the notion that workplaces and public spaces belong to everyone was one that Democrats and Republicans could both get behind.,Neither
None of us gets through life alone. We all have to look out for each other and lift each other up.,Neither
One of Hillary's first jobs out of law school was to find out why kids with disabilities weren't in school. https://t.co/vPMCYQmbls,Neither
"Not that long ago, if you had a disability, it defined your entire life. Basic, essential things that others could do, you couldn’t.",Neither
"It's still legal to pay disabled workers less than the minimum wage and Clinton announces her plan to end that:
https://t.co/vEgIqMkmmg",Neither
"Building an inclusive economy is another reason we’ve got to break down systemic racism, including under-investment in communities of color.",Neither
"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future.",Neither
"In America, every person, no matter what you look like or who you are, should have the chance to go as far as your dreams will take you.",Neither
"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy.",Neither
We've also seen the targeting of police officers—but so many serve every day with courage and honor and are committed to reform.,Neither
"We have two names to add to a long list of African Americans killed by police officers. It’s unbearable, and it needs to become intolerable.",Neither
Live from Orlando: Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead → https://t.co/IX06FtcZG8,Neither
"WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women.  https://t.co/rMFe9o6WcL",Neither
Every student should be able to graduate from college without taking on any debt. https://t.co/1aWqDOKh7p https://t.co/KHguTDbKW9,Neither
Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. -H,Neither
"Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership.",Neither
The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,Neither
"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… https://t.co/Lt2L3NKzyi",Neither
"Have student debt? 
Planning for college?
See how much money Hillary's plan would save you:
https://t.co/fiXgr6S3Ye https://t.co/B8PCks6yXL",Neither
FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. https://t.co/tDeBH37w7h,Neither
"A real headline about the Republican nominee: ""Trump used $258,000 from his charity to settle legal problems."" https://t.co/2LRtZB3Ri2",Neither
"Four months from today, our next president will walk into the Oval Office.

Help make sure it's not Donald Trump: https://t.co/Gxp2QdeIhH",Neither
"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the “Battle of the Sexes.” https://t.co/G06Ol90j1O",Neither
"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a… https://t.co/AysJRMzvKw",Neither
"""You can leave this ad muted—there's nothing to hear."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/QOqcWnw7OJ",Neither
"Help get out the vote for Hillary (plus, get a free sticker when you sign up!): https://t.co/v4rISVHYuG",Neither
"Thank you High Point, NC! I will fight for every neglected part of this nation &amp; I will fight to bring us together… https://t.co/DSaUpSptBz",Neither
Trump’s calls to torture and mistreat prisoners go against the very values we are fighting to defend. We’re better than this.,Neither
Donald hasn't given his own money to the Trump Foundation since 2008—but it's still paying his bills. https://t.co/2LRtZB3Ri2,Neither
It's time to tell @WellsFargo that Wall Street works for Main Street—not the other way around. https://t.co/mYuTS4qgF4,Neither
NEW: @realdonaldtrump used more $250K+ from his charity to pay off legal settlements of his for-profit businesses.   https://t.co/Fa1RooYWMT,Neither
Another unarmed Black man was shot in a police incident. This should be intolerable. We have so much work to do. #TerenceCrutcher -H,Neither
Donald Trump is using his foundation—funded by other people's money—to settle lawsuits. https://t.co/2LRtZBls9A,Neither
"Trump cannot be trusted with his own charity, but we are supposed to believe he can manage the nation’s treasury? https://t.co/DtX6C7Rftb",Neither
"""Our identities do not have to be defined by putting someone else down but can be enhanced by lifting someone else up"" —@POTUS at #UNGA",Neither
"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",Neither
Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,Neither
Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.,Neither
"""The voice of your vote is the greatest voice we have."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/X3oqEoOYsU",Neither
"Thank you Nevada! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/RJqHgq2Rn0",Neither
"Thank you Georgia! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7",Neither
"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",Neither
"""No one has the right to immigrate to this country."" —Donald Trump during his rally in Florida today

We disagree. https://t.co/9gS9q5vQS9",Neither
Catch @FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. https://t.co/muVNwgLSRs,Neither
"""You want to give me a good send-off? Go vote.” —Barack Obama: https://t.co/tTgeqxNqYm https://t.co/Jqf2jmx3D0",Neither
Amazing rally in Florida - this is a MOVEMENT! Join us today at https://t.co/3KWOl2ibaW. https://t.co/BF1IqPXNho,Neither
"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H",Neither
"I will be interviewed on the @oreillyfactor - tonight from Florida, now. Enjoy!",Neither
Nobody in America should have to forgo a higher education because they can't afford it. https://t.co/DhSlyM6ILQ,Neither
Barack Obama said progress is on the ballot this November. This economic data shows he’s right. https://t.co/CIoKKKIxqz,Neither
America has never made progress by thinking one person alone can fix our problems. https://t.co/mYba5FCBrb,Neither
"""Everyone who wants to go to college should be able to without drowning in debt."" —Hillary https://t.co/wDxspmxT9Q",Neither
Be a voter. Check your registration and help your friends do the same → https://t.co/tTgeqxNqYm https://t.co/yTAG2iT8WL,Neither
Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1,Neither
"When @HillaryClinton says she’s going to make public colleges and universities tuition-free, you know what? That's a very big deal.",Neither
"Let’s make clear that love trumps hate—not just this November, but always. https://t.co/wDxspmxT9Q",Neither
Find out how much Hillary's college plan will save you: https://t.co/svkSUzhwYz https://t.co/tmHf8m2CdX,Neither
"""The lesson she passed on to me was simple but powerful: No one gets through life alone."" —Hillary on her mom https://t.co/gzNvfNPeNu",Neither
"When we work together, we will trump hate. https://t.co/tTgeqxNqYm",Neither
Go to https://t.co/SvSvlg48vI and register to vote today. Register your friends. Register everyone you know.,Neither
"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur",Neither
"We have to stand up to this hate.

We have to send a clear message: 
America is better than this.
America is better than Donald Trump.",Hate speech
"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement.",Neither
"In a democracy, if you want to help the greatest number of people, you have to push for reform from both the outside-in and the inside-out.",Neither
"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. https://t.co/oZIm2is1lX",Neither
No one gets through life alone. We have to look out for each other and lift each other up. https://t.co/FEStrnjjOO,Neither
"""No one will work harder to make your life better. I’ll never stop, no matter how tough it gets."" —Hillary https://t.co/TyXrp8PgsW",Neither
"When Americans get knocked down, we get right back up again. We refuse to quit—no matter what. 

That’s the spirit we need in this election.",Neither
Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp,Neither
We have a Republican nominee for president who incites hatred and violence like we’ve never seen before.,Neither
College should be tuition-free for working families and debt-free for everyone: https://t.co/lkOFcHI4Py,Neither
"If you work hard, you should be able to find a good job that pays well and lets you do what you love and make your mark on the world.",Neither
"We can build a cleaner, more resilient electrical grid with enough renewable energy to power every home in the country.",Neither
"It’s wrong to tear each other down.
It’s wrong to let income inequality get worse.
It’s wrong to put a loose cannon in charge.",Neither
This election isn’t a reality TV show. It shouldn’t be about birth certificates or name-calling or stunts to get on cable news.,Neither
"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!",Neither
